Place,YEAR,MONTH,Labor Force,Employed,Unemployed,Unemployment Rate,,,,,,,,,,,
NYC,1991,12,3272516,2954061,318455, 9.7 ,,,,,,,,,,,
NYC,1992,1,3276732,2949215,327517, 10.0 ,,,,,,,,,,,
NYC,1992,2,3281199,2944954,336245, 10.2 ,,,,,,,,,,,
NYC,1992,3,3287303,2942180,345123, 10.5 ,,,,,,,,,,,
NYC,1992,4,3295522,2940982,354540, 10.8 ,,,,,,,,,,,
NYC,1992,5,3304620,2940390,364230, 11.0 ,,,,,,,,,,,
NYC,1992,6,3312465,2939504,372961, 11.3 ,,,,,,,,,,,
NYC,1992,7,3317495,2937987,379508, 11.4 ,,,,,,,,,,,
NYC,1992,8,3319227,2935856,383371, 11.6 ,,,,,,,,,,,
NYC,1992,9,3318348,2933435,384913, 11.6 ,,,,,,,,,,,
NYC,1992,10,3316271,2931630,384641, 11.6 ,,,,,,,,,,,
NYC,1992,11,3313859,2930758,383101, 11.6 ,,,,,,,,,,,
NYC,1992,12,3311212,2930997,380215, 11.5 ,,,,,,,,,,,
NYC,1993,1,3307577,2932432,375145, 11.3 ,,,,,,,,,,,
NYC,1993,2,3302311,2934952,367359, 11.1 ,,,,,,,,,,,
NYC,1993,3,3296102,2938522,357580, 10.8 ,,,,,,,,,,,
NYC,1993,4,3289995,2942974,347021, 10.5 ,,,,,,,,,,,
NYC,1993,5,3285626,2947801,337825, 10.3 ,,,,,,,,,,,
NYC,1993,6,3284481,2952376,332105, 10.1 ,,,,,,,,,,,
NYC,1993,7,3286251,2956054,330197, 10.0 ,,,,,,,,,,,
NYC,1993,8,3289763,2958716,331047, 10.1 ,,,,,,,,,,,
NYC,1993,9,3293700,2960891,332809, 10.1 ,,,,,,,,,,,
NYC,1993,10,3297195,2963111,334084, 10.1 ,,,,,,,,,,,
NYC,1993,11,3300313,2965863,334450, 10.1 ,,,,,,,,,,,
NYC,1993,12,3302729,2969707,333022, 10.1 ,,,,,,,,,,,
NYC,1994,1,3303478,2974550,328928, 10.0 ,,,,,,,,,,,
NYC,1994,2,3301461,2979211,322250, 9.8 ,,,,,,,,,,,
NYC,1994,3,3296566,2982391,314175, 9.5 ,,,,,,,,,,,
NYC,1994,4,3289710,2983812,305898, 9.3 ,,,,,,,,,,,
NYC,1994,5,3282382,2984236,298146, 9.1 ,,,,,,,,,,,
NYC,1994,6,3276042,2984856,291186, 8.9 ,,,,,,,,,,,
NYC,1994,7,3271573,2986771,284802, 8.7 ,,,,,,,,,,,
NYC,1994,8,3268708,2990353,278355, 8.5 ,,,,,,,,,,,
NYC,1994,9,3266749,2995317,271432, 8.3 ,,,,,,,,,,,
NYC,1994,10,3264983,3001132,263851, 8.1 ,,,,,,,,,,,
NYC,1994,11,3263574,3007041,256533, 7.9 ,,,,,,,,,,,
NYC,1994,12,3263314,3011745,251569, 7.7 ,,,,,,,,,,,
NYC,1995,1,3264768,3014363,250405, 7.7 ,,,,,,,,,,,
NYC,1995,2,3267960,3015339,252621, 7.7 ,,,,,,,,,,,
NYC,1995,3,3272579,3015522,257057, 7.9 ,,,,,,,,,,,
NYC,1995,4,3278244,3015688,262556, 8.0 ,,,,,,,,,,,
NYC,1995,5,3284509,3016620,267889, 8.2 ,,,,,,,,,,,
NYC,1995,6,3290491,3018672,271819, 8.3 ,,,,,,,,,,,
NYC,1995,7,3296059,3021722,274337, 8.3 ,,,,,,,,,,,
NYC,1995,8,3300994,3025140,275854, 8.4 ,,,,,,,,,,,
NYC,1995,9,3304861,3028447,276414, 8.4 ,,,,,,,,,,,
NYC,1995,10,3308001,3031530,276471, 8.4 ,,,,,,,,,,,
NYC,1995,11,3310856,3034540,276316, 8.3 ,,,,,,,,,,,
NYC,1995,12,3314788,3037911,276877, 8.4 ,,,,,,,,,,,
NYC,1996,1,3321495,3042415,279080, 8.4 ,,,,,,,,,,,
NYC,1996,2,3331507,3048311,283196, 8.5 ,,,,,,,,,,,
NYC,1996,3,3343584,3055278,288306, 8.6 ,,,,,,,,,,,
NYC,1996,4,3355419,3062793,292626, 8.7 ,,,,,,,,,,,
NYC,1996,5,3365297,3070498,294799, 8.8 ,,,,,,,,,,,
NYC,1996,6,3373240,3078308,294932, 8.7 ,,,,,,,,,,,
NYC,1996,7,3380529,3086266,294263, 8.7 ,,,,,,,,,,,
NYC,1996,8,3389415,3094467,294948, 8.7 ,,,,,,,,,,,
NYC,1996,9,3401379,3102378,299001, 8.8 ,,,,,,,,,,,
NYC,1996,10,3416324,3109529,306795, 9.0 ,,,,,,,,,,,
NYC,1996,11,3433170,3116121,317049, 9.2 ,,,,,,,,,,,
NYC,1996,12,3450046,3122602,327444, 9.5 ,,,,,,,,,,,
NYC,1997,1,3465381,3129174,336207, 9.7 ,,,,,,,,,,,
NYC,1997,2,3478671,3136259,342412, 9.8 ,,,,,,,,,,,
NYC,1997,3,3490074,3144572,345502, 9.9 ,,,,,,,,,,,
NYC,1997,4,3500572,3154262,346310, 9.9 ,,,,,,,,,,,
NYC,1997,5,3510191,3164643,345548, 9.8 ,,,,,,,,,,,
NYC,1997,6,3518027,3174986,343041, 9.8 ,,,,,,,,,,,
NYC,1997,7,3523189,3185026,338163, 9.6 ,,,,,,,,,,,
NYC,1997,8,3525531,3194508,331023, 9.4 ,,,,,,,,,,,
NYC,1997,9,3525813,3203320,322493, 9.1 ,,,,,,,,,,,
NYC,1997,10,3525878,3211344,314534, 8.9 ,,,,,,,,,,,
NYC,1997,11,3526812,3218484,308328, 8.7 ,,,,,,,,,,,
NYC,1997,12,3529046,3225197,303849, 8.6 ,,,,,,,,,,,
NYC,1998,1,3532206,3231907,300299, 8.5 ,,,,,,,,,,,
NYC,1998,2,3535470,3238849,296621, 8.4 ,,,,,,,,,,,
NYC,1998,3,3538104,3245980,292124, 8.3 ,,,,,,,,,,,
NYC,1998,4,3539923,3253434,286489, 8.1 ,,,,,,,,,,,
NYC,1998,5,3542014,3261323,280691, 7.9 ,,,,,,,,,,,
NYC,1998,6,3545961,3269526,276435, 7.8 ,,,,,,,,,,,
NYC,1998,7,3552687,3277805,274882, 7.7 ,,,,,,,,,,,
NYC,1998,8,3561743,3286375,275368, 7.7 ,,,,,,,,,,,
NYC,1998,9,3571901,3295428,276473, 7.7 ,,,,,,,,,,,
NYC,1998,10,3580734,3304776,275958, 7.7 ,,,,,,,,,,,
NYC,1998,11,3586401,3313708,272693, 7.6 ,,,,,,,,,,,
NYC,1998,12,3588326,3321355,266971, 7.4 ,,,,,,,,,,,
NYC,1999,1,3586993,3327437,259556, 7.2 ,,,,,,,,,,,
NYC,1999,2,3584876,3332252,252624, 7.0 ,,,,,,,,,,,
NYC,1999,3,3584883,3336765,248118, 6.9 ,,,,,,,,,,,
NYC,1999,4,3588561,3341701,246860, 6.9 ,,,,,,,,,,,
NYC,1999,5,3595758,3347536,248222, 6.9 ,,,,,,,,,,,
NYC,1999,6,3605148,3354732,250416, 6.9 ,,,,,,,,,,,
NYC,1999,7,3614490,3363244,251246, 7.0 ,,,,,,,,,,,
NYC,1999,8,3621784,3372640,249144, 6.9 ,,,,,,,,,,,
NYC,1999,9,3626118,3382457,243661, 6.7 ,,,,,,,,,,,
NYC,1999,10,3628263,3392204,236059, 6.5 ,,,,,,,,,,,
NYC,1999,11,3630434,3402046,228388, 6.3 ,,,,,,,,,,,
NYC,1999,12,3634623,3412208,222415, 6.1 ,,,,,,,,,,,
NYC,2000,1,3641940,3422768,219172, 6.0 ,,,,,,,,,,,
NYC,2000,2,3651027,3433120,217907, 6.0 ,,,,,,,,,,,
NYC,2000,3,3659724,3441826,217898, 6.0 ,,,,,,,,,,,
NYC,2000,4,3666184,3447925,218259, 6.0 ,,,,,,,,,,,
NYC,2000,5,3669381,3451671,217710, 5.9 ,,,,,,,,,,,
NYC,2000,6,3669535,3453607,215928, 5.9 ,,,,,,,,,,,
NYC,2000,7,3668222,3455085,213137, 5.8 ,,,,,,,,,,,
NYC,2000,8,3667548,3457982,209566, 5.7 ,,,,,,,,,,,
NYC,2000,9,3668785,3463406,205379, 5.6 ,,,,,,,,,,,
NYC,2000,10,3672391,3471582,200809, 5.5 ,,,,,,,,,,,
NYC,2000,11,3677342,3481037,196305, 5.3 ,,,,,,,,,,,
NYC,2000,12,3681585,3489096,192489, 5.2 ,,,,,,,,,,,
NYC,2001,1,3683019,3493165,189854, 5.2 ,,,,,,,,,,,
NYC,2001,2,3681254,3492689,188565, 5.1 ,,,,,,,,,,,
NYC,2001,3,3677555,3489084,188471, 5.1 ,,,,,,,,,,,
NYC,2001,4,3674484,3484445,190039, 5.2 ,,,,,,,,,,,
NYC,2001,5,3673605,3479465,194140, 5.3 ,,,,,,,,,,,
NYC,2001,6,3674555,3473406,201149, 5.5 ,,,,,,,,,,,
NYC,2001,7,3676626,3465466,211160, 5.7 ,,,,,,,,,,,
NYC,2001,8,3678332,3454385,223947, 6.1 ,,,,,,,,,,,
NYC,2001,9,3678709,3440366,238343, 6.5 ,,,,,,,,,,,
NYC,2001,10,3677822,3425146,252676, 6.9 ,,,,,,,,,,,
NYC,2001,11,3676660,3411003,265657, 7.2 ,,,,,,,,,,,
NYC,2001,12,3677406,3400857,276549, 7.5 ,,,,,,,,,,,
NYC,2002,1,3681541,3396461,285080, 7.7 ,,,,,,,,,,,
NYC,2002,2,3688351,3396938,291413, 7.9 ,,,,,,,,,,,
NYC,2002,3,3695424,3399715,295709, 8.0 ,,,,,,,,,,,
NYC,2002,4,3700304,3402793,297511, 8.0 ,,,,,,,,,,,
NYC,2002,5,3702421,3405540,296881, 8.0 ,,,,,,,,,,,
NYC,2002,6,3702936,3408358,294578, 8.0 ,,,,,,,,,,,
NYC,2002,7,3702860,3410622,292238, 7.9 ,,,,,,,,,,,
NYC,2002,8,3703809,3412038,291771, 7.9 ,,,,,,,,,,,
NYC,2002,9,3706830,3412247,294583, 7.9 ,,,,,,,,,,,
NYC,2002,10,3710678,3410560,300118, 8.1 ,,,,,,,,,,,
NYC,2002,11,3713508,3407153,306355, 8.2 ,,,,,,,,,,,
NYC,2002,12,3713350,3402177,311173, 8.4 ,,,,,,,,,,,
NYC,2003,1,3710058,3396315,313743, 8.5 ,,,,,,,,,,,
NYC,2003,2,3704618,3390622,313996, 8.5 ,,,,,,,,,,,
NYC,2003,3,3697912,3385429,312483, 8.5 ,,,,,,,,,,,
NYC,2003,4,3690846,3380129,310717, 8.4 ,,,,,,,,,,,
NYC,2003,5,3684377,3374370,310007, 8.4 ,,,,,,,,,,,
NYC,2003,6,3679485,3369037,310448, 8.4 ,,,,,,,,,,,
NYC,2003,7,3676046,3365395,310651, 8.5 ,,,,,,,,,,,
NYC,2003,8,3673596,3364129,309467, 8.4 ,,,,,,,,,,,
NYC,2003,9,3671853,3365458,306395, 8.3 ,,,,,,,,,,,
NYC,2003,10,3671302,3368844,302458, 8.2 ,,,,,,,,,,,
NYC,2003,11,3672004,3373121,298883, 8.1 ,,,,,,,,,,,
NYC,2003,12,3672608,3376977,295631, 8.0 ,,,,,,,,,,,
NYC,2004,1,3671797,3379338,292459, 8.0 ,,,,,,,,,,,
NYC,2004,2,3669670,3380280,289390, 7.9 ,,,,,,,,,,,
NYC,2004,3,3701133,3414697,286436, 7.7 ,,,,,,,,,,,
NYC,2004,4,3725867,3443155,282712, 7.6 ,,,,,,,,,,,
NYC,2004,5,3744561,3466962,277599, 7.4 ,,,,,,,,,,,
NYC,2004,6,3757555,3486738,270817, 7.2 ,,,,,,,,,,,
NYC,2004,7,3765935,3502923,263012, 7.0 ,,,,,,,,,,,
NYC,2004,8,3770649,3515969,254680, 6.8 ,,,,,,,,,,,
NYC,2004,9,3772436,3526112,246324, 6.5 ,,,,,,,,,,,
NYC,2004,10,3772213,3533711,238502, 6.3 ,,,,,,,,,,,
NYC,2004,11,3771150,3539612,231538, 6.1 ,,,,,,,,,,,
NYC,2004,12,3771635,3545058,226577, 6.0 ,,,,,,,,,,,
NYC,2005,1,3774317,3550884,223433, 5.9 ,,,,,,,,,,,
NYC,2005,2,3778184,3556965,221219, 5.9 ,,,,,,,,,,,
NYC,2005,3,3782200,3563234,218966, 5.8 ,,,,,,,,,,,
NYC,2005,4,3786809,3570046,216763, 5.7 ,,,,,,,,,,,
NYC,2005,5,3792646,3577430,215216, 5.7 ,,,,,,,,,,,
NYC,2005,6,3799775,3584365,215410, 5.7 ,,,,,,,,,,,
NYC,2005,7,3807873,3589925,217948, 5.7 ,,,,,,,,,,,
NYC,2005,8,3815157,3593782,221375, 5.8 ,,,,,,,,,,,
NYC,2005,9,3819957,3596096,223861, 5.9 ,,,,,,,,,,,
NYC,2005,10,3821523,3597669,223854, 5.9 ,,,,,,,,,,,
NYC,2005,11,3820211,3599003,221208, 5.8 ,,,,,,,,,,,
NYC,2005,12,3816905,3600453,216452, 5.7 ,,,,,,,,,,,
NYC,2006,1,3813638,3602933,210705, 5.5 ,,,,,,,,,,,
NYC,2006,2,3812280,3606725,205555, 5.4 ,,,,,,,,,,,
NYC,2006,3,3813334,3611040,202294, 5.3 ,,,,,,,,,,,
NYC,2006,4,3815638,3614953,200685, 5.3 ,,,,,,,,,,,
NYC,2006,5,3817175,3618392,198783, 5.2 ,,,,,,,,,,,
NYC,2006,6,3816848,3621617,195231, 5.1 ,,,,,,,,,,,
NYC,2006,7,3814983,3625443,189540, 5.0 ,,,,,,,,,,,
NYC,2006,8,3813815,3630289,183526, 4.8 ,,,,,,,,,,,
NYC,2006,9,3815176,3636093,179083, 4.7 ,,,,,,,,,,,
NYC,2006,10,3819345,3642877,176468, 4.6 ,,,,,,,,,,,
NYC,2006,11,3825427,3649882,175545, 4.6 ,,,,,,,,,,,
NYC,2006,12,3831621,3655596,176025, 4.6 ,,,,,,,,,,,
NYC,2007,1,3836735,3658876,177859, 4.6 ,,,,,,,,,,,
NYC,2007,2,3840869,3659946,180923, 4.7 ,,,,,,,,,,,
NYC,2007,3,3844091,3659350,184741, 4.8 ,,,,,,,,,,,
NYC,2007,4,3846903,3657886,189017, 4.9 ,,,,,,,,,,,
NYC,2007,5,3850043,3656423,193620, 5.0 ,,,,,,,,,,,
NYC,2007,6,3853741,3656057,197684, 5.1 ,,,,,,,,,,,
NYC,2007,7,3857819,3657442,200377, 5.2 ,,,,,,,,,,,
NYC,2007,8,3862498,3660903,201595, 5.2 ,,,,,,,,,,,
NYC,2007,9,3868021,3666612,201409, 5.2 ,,,,,,,,,,,
NYC,2007,10,3874510,3673673,200837, 5.2 ,,,,,,,,,,,
NYC,2007,11,3881756,3681565,200191, 5.2 ,,,,,,,,,,,
NYC,2007,12,3889283,3689795,199488, 5.1 ,,,,,,,,,,,
NYC,2008,1,3895966,3697055,198911, 5.1 ,,,,,,,,,,,
NYC,2008,2,3900730,3702617,198113, 5.1 ,,,,,,,,,,,
NYC,2008,3,3904032,3706535,197497, 5.1 ,,,,,,,,,,,
NYC,2008,4,3907281,3709081,198200, 5.1 ,,,,,,,,,,,
NYC,2008,5,3911797,3710701,201096, 5.1 ,,,,,,,,,,,
NYC,2008,6,3918347,3711970,206377, 5.3 ,,,,,,,,,,,
NYC,2008,7,3926749,3713021,213728, 5.4 ,,,,,,,,,,,
NYC,2008,8,3935762,3713301,222461, 5.7 ,,,,,,,,,,,
NYC,2008,9,3944195,3711345,232850, 5.9 ,,,,,,,,,,,
NYC,2008,10,3951450,3705568,245882, 6.2 ,,,,,,,,,,,
NYC,2008,11,3956621,3694791,261830, 6.6 ,,,,,,,,,,,
NYC,2008,12,3959100,3679023,280077, 7.1 ,,,,,,,,,,,
NYC,2009,1,3958987,3659482,299505, 7.6 ,,,,,,,,,,,
NYC,2009,2,3957966,3638894,319072, 8.1 ,,,,,,,,,,,
NYC,2009,3,3958423,3621227,337196, 8.5 ,,,,,,,,,,,
NYC,2009,4,3961171,3608644,352527, 8.9 ,,,,,,,,,,,
NYC,2009,5,3965412,3600163,365249, 9.2 ,,,,,,,,,,,
NYC,2009,6,3969705,3593740,375965, 9.5 ,,,,,,,,,,,
NYC,2009,7,3972033,3586968,385065, 9.7 ,,,,,,,,,,,
NYC,2009,8,3970854,3578370,392484, 9.9 ,,,,,,,,,,,
NYC,2009,9,3966092,3568453,397639, 10.0 ,,,,,,,,,,,
NYC,2009,10,3958614,3558708,399906, 10.1 ,,,,,,,,,,,
NYC,2009,11,3952007,3551744,400263, 10.1 ,,,,,,,,,,,
NYC,2009,12,3949925,3550063,399862, 10.1 ,,,,,,,,,,,
NYC,2010,1,3953010,3554488,398522, 10.1 ,,,,,,,,,,,
NYC,2010,2,3958519,3562538,395981, 10.0 ,,,,,,,,,,,
NYC,2010,3,3962808,3570495,392313, 9.9 ,,,,,,,,,,,
NYC,2010,4,3964119,3576407,387712, 9.8 ,,,,,,,,,,,
NYC,2010,5,3961920,3579889,382031, 9.6 ,,,,,,,,,,,
NYC,2010,6,3956654,3580503,376151, 9.5 ,,,,,,,,,,,
NYC,2010,7,3950085,3578730,371355, 9.4 ,,,,,,,,,,,
NYC,2010,8,3944211,3576168,368043, 9.3 ,,,,,,,,,,,
NYC,2010,9,3940157,3574118,366039, 9.3 ,,,,,,,,,,,
NYC,2010,10,3938137,3574037,364100, 9.2 ,,,,,,,,,,,
NYC,2010,11,3937187,3576261,360926, 9.2 ,,,,,,,,,,,
NYC,2010,12,3936582,3580124,356458, 9.1 ,,,,,,,,,,,
NYC,2011,1,3936928,3584854,352074, 8.9 ,,,,,,,,,,,
NYC,2011,2,3938123,3589319,348804, 8.9 ,,,,,,,,,,,
NYC,2011,3,3939718,3592712,347006, 8.8 ,,,,,,,,,,,
NYC,2011,4,3941828,3594642,347186, 8.8 ,,,,,,,,,,,
NYC,2011,5,3945205,3595600,349605, 8.9 ,,,,,,,,,,,
NYC,2011,6,3950521,3596855,353666, 9.0 ,,,,,,,,,,,
NYC,2011,7,3958391,3599807,358584, 9.1 ,,,,,,,,,,,
NYC,2011,8,3968411,3604490,363921, 9.2 ,,,,,,,,,,,
NYC,2011,9,3979209,3610064,369145, 9.3 ,,,,,,,,,,,
NYC,2011,10,3989793,3615434,374359, 9.4 ,,,,,,,,,,,
NYC,2011,11,3998342,3619305,379037, 9.5 ,,,,,,,,,,,
NYC,2011,12,4003703,3621422,382281, 9.5 ,,,,,,,,,,,
NYC,2012,1,4007037,3622970,384067, 9.6 ,,,,,,,,,,,
NYC,2012,2,4010261,3625211,385050, 9.6 ,,,,,,,,,,,
NYC,2012,3,4013783,3627818,385965, 9.6 ,,,,,,,,,,,
NYC,2012,4,4016670,3630440,386230, 9.6 ,,,,,,,,,,,
NYC,2012,5,4019209,3634066,385143, 9.6 ,,,,,,,,,,,
NYC,2012,6,4021283,3639238,382045, 9.5 ,,,,,,,,,,,
NYC,2012,7,4022381,3645566,376815, 9.4 ,,,,,,,,,,,
NYC,2012,8,4024144,3652899,371245, 9.2 ,,,,,,,,,,,
NYC,2012,9,4028481,3661158,367323, 9.1 ,,,,,,,,,,,
NYC,2012,10,4034676,3669303,365373, 9.1 ,,,,,,,,,,,
NYC,2012,11,4041705,3676667,365038, 9.0 ,,,,,,,,,,,
NYC,2012,12,4048395,3682927,365468, 9.0 ,,,,,,,,,,,
NYC,2013,1,4051011,3685307,365704, 9.0 ,,,,,,,,,,,
NYC,2013,2,4055357,3690239,365118, 9.0 ,,,,,,,,,,,
NYC,2013,3,4060559,3696841,363718, 9.0 ,,,,,,,,,,,
NYC,2013,4,4067923,3705486,362437, 8.9 ,,,,,,,,,,,
NYC,2013,5,4077083,3714496,362587, 8.9 ,,,,,,,,,,,
NYC,2013,6,4087302,3722665,364637, 8.9 ,,,,,,,,,,,
NYC,2013,7,4097165,3729919,367246, 9.0 ,,,,,,,,,,,
NYC,2013,8,4103281,3736218,367063, 8.9 ,,,,,,,,,,,
NYC,2013,9,4104335,3741924,362411, 8.8 ,,,,,,,,,,,
NYC,2013,10,4103155,3748130,355025, 8.7 ,,,,,,,,,,,
NYC,2013,11,4102412,3755570,346842, 8.5 ,,,,,,,,,,,
NYC,2013,12,4103253,3764130,339123, 8.3 ,,,,,,,,,,,
NYC,2014,1,4075477,3744978,330499, 8.1 ,,,,,,,,,,,
NYC,2014,2,4078580,3754192,324388, 8.0 ,,,,,,,,,,,
NYC,2014,3,4082060,3762966,319094, 7.8 ,,,,,,,,,,,
NYC,2014,4,4084870,3771019,313851, 7.7 ,,,,,,,,,,,
NYC,2014,5,4086297,3779112,307185, 7.5 ,,,,,,,,,,,
NYC,2014,6,4087343,3788226,299117, 7.3 ,,,,,,,,,,,
NYC,2014,7,4089038,3798101,290937, 7.1 ,,,,,,,,,,,
NYC,2014,8,4092639,3808546,284093, 6.9 ,,,,,,,,,,,
NYC,2014,9,4098101,3819071,279030, 6.8 ,,,,,,,,,,,
NYC,2014,10,4103283,3828691,274592, 6.7 ,,,,,,,,,,,
NYC,2014,11,4106707,3836524,270183, 6.6 ,,,,,,,,,,,
NYC,2014,12,4109060,3842702,266358, 6.5 ,,,,,,,,,,,
NYC,2015,1,4106884,3844479,262405, 6.4 ,,,,,,,,,,,
NYC,2015,2,4107665,3848816,258849, 6.3 ,,,,,,,,,,,
NYC,2015,3,4107689,3853499,254190, 6.2 ,,,,,,,,,,,
NYC,2015,4,4106541,3858662,247879, 6.0 ,,,,,,,,,,,
NYC,2015,5,4103720,3863696,240024, 5.8 ,,,,,,,,,,,
NYC,2015,6,4099128,3867885,231243, 5.6 ,,,,,,,,,,,
NYC,2015,7,4094497,3871392,223105, 5.4 ,,,,,,,,,,,
NYC,2015,8,4091995,3874680,217315, 5.3 ,,,,,,,,,,,
NYC,2015,9,4092590,3878363,214227, 5.2 ,,,,,,,,,,,
NYC,2015,10,4097209,3883230,213979, 5.2 ,,,,,,,,,,,
NYC,2015,11,4105220,3889224,215996, 5.3 ,,,,,,,,,,,
NYC,2015,12,4113230,3895115,218115, 5.3 ,,,,,,,,,,,
NYC,2016,1,4118145,3899445,218700, 5.3 ,,,,,,,,,,,
NYC,2016,2,4119025,3901398,217627, 5.3 ,,,,,,,,,,,
NYC,2016,3,4116657,3901155,215502, 5.2 ,,,,,,,,,,,
NYC,2016,4,4113769,3899948,213821, 5.2 ,,,,,,,,,,,
NYC,2016,5,4113065,3899101,213964, 5.2 ,,,,,,,,,,,
NYC,2016,6,4114878,3899141,215737, 5.2 ,,,,,,,,,,,
NYC,2016,7,4117764,3900033,217731, 5.3 ,,,,,,,,,,,
NYC,2016,8,4120059,3901396,218663, 5.3 ,,,,,,,,,,,
NYC,2016,9,4120712,3902830,217882, 5.3 ,,,,,,,,,,,
NYC,2016,10,4118734,3904190,214544, 5.2 ,,,,,,,,,,,
NYC,2016,11,4114472,3906000,208472, 5.1 ,,,,,,,,,,,
NYC,2016,12,4110256,3908807,201449, 4.9 ,,,,,,,,,,,
NYC,2017,1,4108107,3912552,195555, 4.8 ,,,,,,,,,,,
NYC,2017,2,4108459,3916759,191700, 4.7 ,,,,,,,,,,,
NYC,2017,3,4110709,3920330,190379, 4.6 ,,,,,,,,,,,
NYC,2017,4,4114119,3922863,191256, 4.6 ,,,,,,,,,,,
NYC,2017,5,4117584,3924547,193037, 4.7 ,,,,,,,,,,,
NYC,2017,6,4120039,3925443,194596, 4.7 ,,,,,,,,,,,
NYC,2017,7,4120739,3925559,195180, 4.7 ,,,,,,,,,,,
NYC,2017,8,4118548,3924547,194001, 4.7 ,,,,,,,,,,,
NYC,2017,9,4113212,3922246,190966, 4.6 ,,,,,,,,,,,
NYC,2017,10,4106009,3919062,186947, 4.6 ,,,,,,,,,,,
NYC,2017,11,4098574,3915272,183302, 4.5 ,,,,,,,,,,,
NYC,2017,12,4091972,3911658,180314, 4.4 ,,,,,,,,,,,
NYC,2018,1,4087432,3909142,178290, 4.4 ,,,,,,,,,,,
NYC,2018,2,4085589,3908305,177284, 4.3 ,,,,,,,,,,,
NYC,2018,3,4085165,3908771,176394, 4.3 ,,,,,,,,,,,
NYC,2018,4,4083716,3909045,174671, 4.3 ,,,,,,,,,,,
NYC,2018,5,4080067,3908100,171967, 4.2 ,,,,,,,,,,,
NYC,2018,6,4075082,3906443,168639, 4.1 ,,,,,,,,,,,
NYC,2018,7,4070593,3905119,165474, 4.1 ,,,,,,,,,,,
NYC,2018,8,4069183,3905133,164050, 4.0 ,,,,,,,,,,,
NYC,2018,9,4071885,3906738,165147, 4.1 ,,,,,,,,,,,
NYC,2018,10,4077557,3909279,168278, 4.1 ,,,,,,,,,,,
NYC,2018,11,4084144,3911936,172208, 4.2 ,,,,,,,,,,,
NYC,2018,12,4089452,3913623,175829, 4.3 ,,,,,,,,,,,
NYC,2019,1,4091483,3913506,177977, 4.3 ,,,,,,,,,,,
NYC,2019,2,4088923,3911257,177666, 4.3 ,,,,,,,,,,,
NYC,2019,3,4082904,3907702,175202, 4.3 ,,,,,,,,,,,
NYC,2019,4,4075662,3904612,171050, 4.2 ,,,,,,,,,,,
NYC,2019,5,4069209,3903141,166068, 4.1 ,,,,,,,,,,,
NYC,2019,6,4064860,3903467,161393, 4.0 ,,,,,,,,,,,
NYC,2019,7,4062599,3905502,157097, 3.9 ,,,,,,,,,,,
NYC,2019,8,4060881,3907825,153056, 3.8 ,,,,,,,,,,,
NYC,2019,9,4060172,3910397,149775, 3.7 ,,,,,,,,,,,
NYC,2019,10,4059691,3912003,147688, 3.6 ,,,,,,,,,,,
NYC,2019,11,4059478,3911889,147589, 3.6 ,,,,,,,,,,,
NYC,2019,12,4059655,3911570,148085, 3.6 ,,,,,,,,,,,
NYC,2020,1,4054605,3911937,142668, 3.5 ,,,,,,,,,,,
NYC,2020,2,4051665,3914274,137391, 3.4 ,,,,,,,,,,,
NYC,2020,3,3944212,3783906,160306, 4.1 ,,,,,,,,,,,
NYC,2020,4,3738815,3178742,560073, 15.0 ,,,,,,,,,,,
NYC,2020,5,3670099,2999807,670292, 18.3 ,,,,,,,,,,,
NYC,2020,6,3985038,3174861,810177, 20.3 ,,,,,,,,,,,
NYC,2020,7,4001356,3205940,795416, 19.9 ,,,,,,,,,,,
NYC,2020,8,3992492,3353725,638767, 16.0 ,,,,,,,,,,,
NYC,2020,9,3826489,3287795,538694, 14.1 ,,,,,,,,,,,
